,name,na_sales,eu_sales,jp_sales,other_sales,global_sales
14040,Legasista,0.0,0.0,0.04,0.0,0.04
14041,Fatal Fury: Battle Archives Volume 1,0.02,0.01,0.0,0.0,0.04
14043,Harry Potter and the Prisoner of Azkaban,0.0,0.03,0.0,0.0,0.04
14046,OutRun 2006: Coast 2 Coast,0.03,0.01,0.0,0.0,0.04
14053,Without Warning,0.02,0.01,0.0,0.0,0.04
14058,Napoleon Dynamite: The Game,0.03,0.0,0.0,0.0,0.04
14060,Saints Row 2,0.0,0.03,0.0,0.01,0.04
14062,Trine 2,0.0,0.03,0.0,0.01,0.04
14073,Teenage Zombies: Invasion of the Alien Brain Thingys,0.03,0.0,0.0,0.0,0.04
14082,Homefront: The Revolution,0.01,0.02,0.0,0.0,0.04
14084,RLH: Run Like Hell,0.03,0.01,0.0,0.0,0.04
14088,Obscure,0.03,0.01,0.0,0.0,0.04
14091,Just Dance 2017,0.03,0.0,0.0,0.0,0.04
14093,Stranger of Sword City,0.02,0.0,0.0,0.01,0.04
14098,World of Goo,0.0,0.03,0.0,0.01,0.04
14106,Secret Files 2: Puritas Cordis,0.0,0.03,0.0,0.0,0.04
14109,Monster Kingdom: Jewel Summoner,0.0,0.0,0.04,0.0,0.04
14110,Railroad Tycoon 3,0.0,0.03,0.0,0.0,0.04
14121,S.T.A.L.K.E.R.: Clear Sky,0.0,0.03,0.0,0.01,0.04
14127,Painkiller: Hell Wars,0.03,0.01,0.0,0.0,0.04
14130,FunkMaster Flex's Digital Hitz Factory,0.02,0.01,0.0,0.0,0.04
14140,World in Conflict,0.0,0.03,0.0,0.01,0.04
14158,Tomb Raider: Anniversary,0.0,0.03,0.0,0.01,0.03
14161,Infamous: First Light,0.0,0.03,0.0,0.0,0.03
14164,Tour de France 2014,0.0,0.03,0.0,0.0,0.03
14165,RedCard 20-03,0.03,0.01,0.0,0.0,0.03
14172,Bounty Hounds,0.03,0.0,0.0,0.0,0.03
14181,TOCA Race Driver 3,0.03,0.01,0.0,0.0,0.03
14188,Silent Scope,0.02,0.01,0.0,0.0,0.03
14192,The Cursed Crusade,0.0,0.03,0.0,0.01,0.03
14193,Hotel Giant 2,0.0,0.03,0.0,0.0,0.03
14197,DarkStar One,0.0,0.03,0.0,0.01,0.03
14206,Hitman: Blood Money,0.0,0.03,0.0,0.01,0.03
14209,Duke Nukem 3D: 20th Anniversary World Tour,0.03,0.0,0.0,0.01,0.03
14210,Section 8,0.02,0.01,0.0,0.0,0.03
14213,Alpha Protocol,0.0,0.03,0.0,0.01,0.03
14214,Planescape: Torment,0.01,0.02,0.0,0.0,0.03
14221,Star Wars Jedi Knight: Jedi Academy,0.0,0.03,0.0,0.0,0.03
14222,Red Faction II,0.03,0.01,0.0,0.0,0.03
14227,Battle Engine Aquila,0.02,0.01,0.0,0.0,0.03
14229,Special Forces: Nemesis Strike,0.03,0.01,0.0,0.0,0.03
14230,Women's Volleyball Championship,0.0,0.0,0.03,0.0,0.03
14233,Crimson Tears,0.02,0.01,0.0,0.0,0.03
14234,Battle Assault 3 featuring Gundam Seed,0.02,0.01,0.0,0.0,0.03
14235,WRC: FIA World Rally Championship,0.02,0.01,0.0,0.0,0.03
14242,Rapala Tournament Fishing!,0.03,0.0,0.0,0.0,0.03
14245,Superstars V8 Racing,0.0,0.02,0.0,0.01,0.03
14259,JoJo's Bizarre Adventure: Eyes of Heaven,0.0,0.0,0.03,0.0,0.03
14272,Supreme Ruler: Cold War,0.0,0.03,0.0,0.01,0.03
14273,Rise of Nations: Rise of Legends,0.0,0.03,0.0,0.01,0.03
14274,The Sum of All Fears,0.03,0.01,0.0,0.0,0.03
14276,Yumi's Odd Odyssey,0.0,0.0,0.03,0.0,0.03
14282,EverBlue 2,0.02,0.01,0.0,0.0,0.03
14295,Electroplankton,0.01,0.0,0.02,0.0,0.03
14308,FIFA World Cup: Germany 2006,0.02,0.01,0.0,0.0,0.03
14310,Earthworm Jim 2,0.02,0.01,0.0,0.0,0.03
14312,Dungeon Maker: Hunting Ground,0.03,0.0,0.0,0.0,0.03
14316,MotoGP,0.03,0.0,0.0,0.0,0.03
14323,Apache: Air Assault,0.0,0.03,0.0,0.0,0.03
14328,Call of Juarez: Bound in Blood,0.0,0.03,0.0,0.0,0.03
14330,Red Faction: Guerrilla,0.0,0.03,0.0,0.01,0.03
14341,Deus Ex: Mankind Divided,0.0,0.03,0.0,0.0,0.03
14344,Astonishia Story,0.03,0.0,0.0,0.0,0.03
14348,Prince of Persia: The Forgotten Sands,0.0,0.03,0.0,0.0,0.03
14367,RACE On,0.0,0.03,0.0,0.01,0.03
14377,Song of the Deep,0.03,0.0,0.0,0.0,0.03
14385,Tork: Prehistoric Punk,0.02,0.01,0.0,0.0,0.03
14390,Overlord II,0.0,0.03,0.0,0.0,0.03
14398,Jikandia: The Timeless Land,0.03,0.0,0.0,0.0,0.03
14401,Toy Shop,0.03,0.0,0.0,0.0,0.03
14402,DiRT Rally,0.0,0.03,0.0,0.0,0.03
14403,Trials Fusion,0.0,0.03,0.0,0.0,0.03
14406,Prison Architect,0.01,0.01,0.0,0.01,0.03
14423,Sorcery Saga: The Curse of the Great Curry God,0.0,0.0,0.03,0.0,0.03
14427,Dance Factory,0.02,0.01,0.0,0.0,0.03
14436,The Legend of Heroes III: Song of the Ocean,0.03,0.0,0.0,0.0,0.03
14437,Combat Mission: Shock Force,0.0,0.03,0.0,0.0,0.03
14440,F1 2002,0.02,0.01,0.0,0.0,0.03
14449,Men of War,0.01,0.02,0.0,0.0,0.03
14472,Alter Ego,0.0,0.03,0.0,0.01,0.03
14474,Zero Escape: Virtue's Last Reward,0.03,0.0,0.0,0.0,0.03
14475,Darkstalkers Resurrection,0.0,0.0,0.03,0.0,0.03
14476,Transformers: Devastation,0.0,0.03,0.0,0.0,0.03
14480,The Golf Club,0.03,0.0,0.0,0.0,0.03
14482,Neverwinter Nights,0.0,0.03,0.0,0.0,0.03
14493,Digimon World 4,0.02,0.01,0.0,0.0,0.03
14494,Guilty Gear XX Accent Core Plus,0.01,0.02,0.0,0.0,0.03
14496,Galleon: Islands of Mystery,0.02,0.01,0.0,0.0,0.03
14501,Sunny Garcia Surfing,0.02,0.01,0.0,0.0,0.03
14504,Lock On: Modern Air Combat,0.0,0.03,0.0,0.01,0.03
14511,Worms: WMD,0.01,0.02,0.0,0.0,0.03
14518,Rabbids Land,0.01,0.01,0.0,0.0,0.03
14523,Guild Wars,0.03,0.0,0.0,0.0,0.03
14529,Take On Helicopters,0.0,0.02,0.0,0.01,0.03
14533,S.L.A.I.: Steel Lancer Arena International,0.01,0.01,0.0,0.0,0.03
14535,Nacho Libre,0.03,0.0,0.0,0.0,0.03
14537,Homeworld 2,0.0,0.03,0.0,0.0,0.03
14539,Rayman 3: Hoodlum Havoc,0.0,0.03,0.0,0.0,0.03
14543,Graffiti Kingdom,0.01,0.01,0.0,0.0,0.03
14551,Klonoa 2: Dream Champ Tournament,0.02,0.01,0.0,0.0,0.03
14553,N+,0.03,0.0,0.0,0.0,0.03
14567,Knights of Honor,0.0,0.02,0.0,0.01,0.03
14583,Empire Earth II,0.0,0.03,0.0,0.0,0.03
14593,Hot Pixel,0.03,0.0,0.0,0.0,0.03
14596,Valentino Rossi: The Game,0.01,0.02,0.0,0.0,0.03
14598,Codename: Panzers Cold War,0.0,0.02,0.0,0.0,0.03
14604,Star Wars: The Force Unleashed II,0.03,0.0,0.0,0.0,0.03
14610,Atomic Betty,0.02,0.01,0.0,0.0,0.03
14612,Doom,0.02,0.0,0.0,0.0,0.03
14615,Street Jam Basketball,0.02,0.01,0.0,0.0,0.03
14623,SimCity,0.0,0.02,0.0,0.01,0.03
14625,Harry Potter and the Half-Blood Prince,0.0,0.03,0.0,0.0,0.03
14631,Doom 3 BFG Edition,0.0,0.02,0.0,0.0,0.03
14634,Popeye: Rush for Spinach,0.02,0.01,0.0,0.0,0.03
14635,Culdcept,0.01,0.01,0.0,0.0,0.03
14647,GTR Evolution,0.0,0.02,0.0,0.0,0.03
14650,Lords of the Fallen,0.0,0.03,0.0,0.0,0.03
14651,NBA 08,0.03,0.0,0.0,0.0,0.03
14652,Sins of a Solar Empire,0.0,0.02,0.0,0.0,0.03
14657,NBA 2K13,0.0,0.02,0.0,0.0,0.03
14658,Resident Evil 4,0.0,0.02,0.0,0.0,0.03
14660,007: Quantum of Solace,0.01,0.01,0.0,0.0,0.03
14668,Metal Dungeon,0.02,0.01,0.0,0.0,0.03
14669,Drome Racers,0.02,0.01,0.0,0.0,0.03
14675,Gekido Advance: Kintaro's Revenge,0.02,0.01,0.0,0.0,0.03
14686,Commander: Conquest of the Americas,0.0,0.02,0.0,0.0,0.03
14688,LEGO Pirates of the Caribbean: The Video Game,0.03,0.0,0.0,0.0,0.03
14689,Race Driver 2006,0.03,0.0,0.0,0.0,0.03
14692,Buffy the Vampire Slayer: Wrath of the Darkhul King,0.02,0.01,0.0,0.0,0.03
14697,Mighty No. 9,0.02,0.01,0.0,0.0,0.03
14709,Superdimension Neptune vs Sega Hard Girls,0.0,0.02,0.0,0.01,0.03
14710,The Talos Principle,0.0,0.02,0.0,0.0,0.03
14713,Spectral Souls: Resurrection of the Ethereal Empires,0.03,0.0,0.0,0.0,0.03
14714,Syberia II,0.02,0.01,0.0,0.0,0.03
14716,Braid,0.0,0.02,0.0,0.0,0.03
14720,Syberia,0.0,0.02,0.0,0.0,0.03
14725,Turn It Around,0.03,0.0,0.0,0.0,0.03
14727,Jack Keane,0.0,0.02,0.0,0.0,0.03
14729,Monsters vs. Aliens,0.01,0.01,0.0,0.0,0.03
14739,Ride,0.0,0.03,0.0,0.0,0.03
14759,LEGO Harry Potter: Years 1-4,0.02,0.01,0.0,0.0,0.03
14774,MechAssault: Phantom War,0.03,0.0,0.0,0.0,0.03
14777,The Last Guy,0.0,0.0,0.03,0.0,0.03
14787,Max Payne,0.02,0.01,0.0,0.0,0.03
14798,Star Trek: Tactical Assault,0.02,0.0,0.0,0.0,0.03
14799,Cossacks: European Wars,0.0,0.02,0.0,0.0,0.03
14801,MX vs. ATV Supercross,0.02,0.01,0.0,0.0,0.03
14805,NBA 2K7,0.02,0.01,0.0,0.0,0.03
14813,XBLAZE Code: Embryo,0.01,0.0,0.01,0.0,0.03
14824,Warhammer: Mark of Chaos,0.0,0.02,0.0,0.0,0.03
14828,Warship Gunner 2,0.01,0.01,0.0,0.0,0.03
14830,Gotcha Force,0.01,0.0,0.01,0.0,0.03
14831,Driver: Parallel Lines,0.01,0.01,0.0,0.0,0.03
14832,Battlefield Vietnam,0.0,0.02,0.0,0.0,0.03
14838,Dead Rising 2,0.01,0.0,0.01,0.0,0.03
14840,Age of Conan: Rise of the Godslayer,0.0,0.02,0.0,0.0,0.03
14848,Buffy the Vampire Slayer: Chaos Bleeds,0.02,0.01,0.0,0.0,0.03
14852,Jet Grind Radio,0.02,0.01,0.0,0.0,0.03
14857,Max Payne 2: The Fall of Max Payne,0.0,0.02,0.0,0.0,0.03
14858,Magicka,0.0,0.02,0.0,0.01,0.03
14860,Baldur's Gate: Dark Alliance,0.02,0.01,0.0,0.0,0.03
14867,NHL 07,0.02,0.01,0.0,0.0,0.03
14872,The Technomancer,0.01,0.01,0.0,0.0,0.03
14877,Guild Wars: Nightfall,0.0,0.02,0.0,0.0,0.03
14883,Medal of Honor: Vanguard,0.0,0.0,0.03,0.0,0.03
14889,Super Monkey Ball Adventure,0.01,0.01,0.0,0.0,0.03
14891,Madden NFL 07,0.02,0.01,0.0,0.0,0.03
14895,MySims,0.0,0.02,0.0,0.0,0.03
14896,The Sims 2: Bon Voyage,0.01,0.01,0.0,0.0,0.03
14897,AniMates!,0.02,0.0,0.0,0.0,0.03
14900,Star Wars The Clone Wars: Republic Heroes,0.0,0.02,0.0,0.0,0.03
14901,The Peanuts Movie: Snoopy's Grand Adventure,0.0,0.02,0.0,0.0,0.03
14904,Aegis of Earth: Protonovus Assault,0.02,0.0,0.0,0.0,0.03
14906,Bully: Scholarship Edition,0.0,0.02,0.0,0.0,0.03
14910,Justice League Heroes: The Flash,0.02,0.01,0.0,0.0,0.03
14916,Metal Saga,0.01,0.01,0.0,0.0,0.03
14917,Divinity II: Flames of Vengeance,0.0,0.02,0.0,0.01,0.03
14919,Battlefield 2142,0.0,0.02,0.0,0.0,0.03
14923,Air Conflicts: Secret Wars,0.0,0.02,0.0,0.01,0.03
14930,Lost Planet 2,0.0,0.02,0.0,0.0,0.03
14932,X3: Terran Conflict,0.0,0.02,0.0,0.0,0.03
14942,Agatha Christie's The ABC Murders,0.01,0.01,0.0,0.0,0.03
14953,Judge Dredd: Dredd Vs Death,0.01,0.01,0.0,0.0,0.03
14956,SWAT 4,0.0,0.02,0.0,0.0,0.03
14960,Battlefield 1942,0.01,0.01,0.0,0.0,0.03
14973,Napoleon Dynamite: The Game,0.02,0.0,0.0,0.0,0.03
14982,Legend of Kay Anniversary,0.0,0.02,0.0,0.0,0.03
14986,Dungeon Siege II,0.0,0.02,0.0,0.0,0.03
14989,Battlestations: Pacific,0.0,0.02,0.0,0.0,0.03
15000,ZooCube,0.02,0.0,0.0,0.0,0.02
15001,GRID Autosport,0.0,0.02,0.0,0.0,0.02
15019,The Lord of the Rings: Conquest,0.0,0.02,0.0,0.0,0.02
15022,Stake: Fortune Fighters,0.02,0.01,0.0,0.0,0.02
15025,Serious Sam Advance,0.02,0.01,0.0,0.0,0.02
15039,Cold War,0.02,0.01,0.0,0.0,0.02
15041,Steel Battalion: Line of Contact,0.02,0.01,0.0,0.0,0.02
15044,NBA Starting Five,0.02,0.01,0.0,0.0,0.02
15046,Spy Hunter: Nowhere To Run,0.01,0.01,0.0,0.0,0.02
15048,Final Fantasy XIV: Heavensward,0.01,0.01,0.0,0.0,0.02
15049,Omega Quintet,0.0,0.0,0.02,0.0,0.02
15056,"Ed, Edd n Eddy: The Mis-Edventures",0.02,0.01,0.0,0.0,0.02
15060,Viva Pinata,0.0,0.02,0.0,0.0,0.02
15063,Neverwinter Nights 2,0.0,0.02,0.0,0.0,0.02
15067,Star Wars: Empire at War - Forces of Corruption,0.0,0.02,0.0,0.0,0.02
15068,Jurassic Park: Operation Genesis,0.0,0.02,0.0,0.0,0.02
15069,Warhammer Online: Age of Reckoning,0.0,0.02,0.0,0.0,0.02
15071,Total Overdose: A Gunslinger's Tale in Mexico,0.02,0.01,0.0,0.0,0.02
15073,AMF Xtreme Bowling,0.01,0.01,0.0,0.0,0.02
15075,Worms,0.0,0.02,0.0,0.01,0.02
15076,Capcom Digital Collection,0.02,0.01,0.0,0.0,0.02
15080,The Settlers: Rise of an Empire,0.01,0.01,0.0,0.0,0.02
15084,Tank Beat,0.01,0.01,0.0,0.0,0.02
15094,ParaWorld,0.0,0.02,0.0,0.0,0.02
15112,Rengoku II:  The Stairway To H.E.A.V.E.N.,0.02,0.0,0.0,0.0,0.02
15117,Here They Lie,0.0,0.02,0.0,0.0,0.02
15118,George of the Jungle and the Search for the Secret,0.02,0.0,0.0,0.0,0.02
15133,Inkheart,0.02,0.0,0.0,0.0,0.02
15142,Demigod,0.0,0.02,0.0,0.0,0.02
15151,Mage Knight: Destiny's Soldier,0.02,0.0,0.0,0.0,0.02
15156,Stronghold Crusader Extreme,0.0,0.02,0.0,0.0,0.02
15158,DemiKids: Light Version,0.02,0.01,0.0,0.0,0.02
15160,Cities XL 2011,0.0,0.02,0.0,0.0,0.02
15165,Line Rider 2: Unbound,0.02,0.0,0.0,0.0,0.02
15169,SimCity Societies,0.0,0.02,0.0,0.0,0.02
15172,Star Trek Online,0.0,0.02,0.0,0.0,0.02
15177,Anima - Gate of Memories,0.0,0.02,0.0,0.0,0.02
15179,Tom Clancy's Rainbow Six: Vegas 2,0.0,0.02,0.0,0.0,0.02
15182,Tropico 4: Modern Times,0.0,0.02,0.0,0.0,0.02
15184,ScrapLand,0.02,0.0,0.0,0.0,0.02
15190,Brothers in Arms: Hell's Highway,0.0,0.02,0.0,0.0,0.02
15194,DiRT,0.0,0.02,0.0,0.0,0.02
15196,IL-2 Sturmovik: Forgotten Battles,0.0,0.02,0.0,0.0,0.02
15200,Psycho-Pass: Mandatory Happiness,0.0,0.01,0.01,0.0,0.02
15202,Ceville,0.0,0.02,0.0,0.0,0.02
15203,Brandish: The Dark Revenant,0.0,0.0,0.02,0.0,0.02
15206,Summon Night: Swordcraft Story,0.02,0.01,0.0,0.0,0.02
15208,Falcon 4.0: Allied Force,0.0,0.02,0.0,0.0,0.02
15210,Pro Fishing Challenge,0.02,0.0,0.0,0.0,0.02
15213,Phoenix Wright: Ace Attorney Trilogy,0.0,0.0,0.02,0.0,0.02
15223,Rule of Rose,0.01,0.01,0.0,0.0,0.02
15224,RedCard 20-03,0.02,0.0,0.0,0.0,0.02
15230,Pac-Man World Rally,0.01,0.01,0.0,0.0,0.02
15232,GT Legends,0.0,0.02,0.0,0.0,0.02
15237,Street Fighter X Tekken,0.0,0.02,0.0,0.0,0.02
15238,Kung Fu Panda,0.0,0.02,0.0,0.0,0.02
15241,Frontlines: Fuel of War,0.0,0.02,0.0,0.0,0.02
15246,Tom Clancy's EndWar,0.0,0.02,0.0,0.0,0.02
15254,Zathura,0.02,0.0,0.0,0.0,0.02
15258,Plants vs. Zombies: Garden Warfare,0.0,0.02,0.0,0.0,0.02
15261,Eureka Seven Vol. 2: The New Vision,0.0,0.0,0.02,0.0,0.02
15267,Test Drive Unlimited,0.0,0.02,0.0,0.0,0.02
15270,Grey's Anatomy: The Video Game,0.0,0.02,0.0,0.0,0.02
15273,F1 Race Stars,0.0,0.02,0.0,0.0,0.02
15278,Serious Sam: Next Encounter,0.02,0.0,0.0,0.0,0.02
15282,Knight's Apprentice: Memorick's Adventures,0.02,0.0,0.0,0.0,0.02
15285,Freedom Wings,0.02,0.0,0.0,0.0,0.02
15293,Left 4 Dead,0.0,0.02,0.0,0.0,0.02
15303,Iron Phoenix,0.02,0.0,0.0,0.0,0.02
15304,Kuon,0.01,0.01,0.0,0.0,0.02
15321,Fuel,0.0,0.02,0.0,0.0,0.02
15324,Dungeon Defenders,0.02,0.0,0.0,0.0,0.02
15327,Group S Challenge,0.02,0.0,0.0,0.0,0.02
15345,Balls of Fury,0.02,0.0,0.0,0.0,0.02
15346,Indigo Prophecy,0.0,0.02,0.0,0.0,0.02
15347,Overlord,0.0,0.02,0.0,0.0,0.02
15349,The Lord of the Rings: The Battle for Middle-Earth II,0.01,0.01,0.0,0.0,0.02
15355,FIFA Soccer 09,0.0,0.02,0.0,0.0,0.02
15356,Quake 4,0.0,0.02,0.0,0.0,0.02
15357,XGRA: Extreme G Racing Association,0.02,0.0,0.0,0.0,0.02
15359,Max Payne,0.0,0.02,0.0,0.0,0.02
15361,Touhou Genso Rondo: Bullet Ballet,0.02,0.0,0.0,0.0,0.02
15369,SBK: Snowboard Kids,0.02,0.0,0.0,0.0,0.02
15377,Homeworld,0.0,0.02,0.0,0.0,0.02
15379,Sniper Elite V2,0.0,0.02,0.0,0.0,0.02
15386,Order of War,0.0,0.01,0.0,0.0,0.02
15387,The Fast and the Furious,0.02,0.0,0.0,0.0,0.02
15393,Maximum Capacity: Hotel Giant,0.0,0.02,0.0,0.0,0.02
15401,Legend: Hand of God,0.0,0.02,0.0,0.0,0.02
15408,Sacred 3,0.0,0.02,0.0,0.0,0.02
15409,Pro Evolution Soccer 2017,0.0,0.02,0.0,0.0,0.02
15413,SAW,0.0,0.02,0.0,0.0,0.02
15418,The Awakened Fate Ultimatum,0.0,0.0,0.02,0.0,0.02
15419,Spider-Man 3,0.02,0.0,0.0,0.0,0.02
15420,Xblaze: Lost Memories,0.02,0.0,0.0,0.0,0.02
15441,Spider-Man: Web of Shadows,0.0,0.02,0.0,0.0,0.02
15444,Headhunter: Redemption,0.02,0.0,0.0,0.0,0.02
15453,Chicago Enforcer,0.02,0.0,0.0,0.0,0.02
15455,The Lord of the Rings Online: Mines of Moria,0.0,0.02,0.0,0.0,0.02
15458,Carmageddon: Max Damage,0.01,0.01,0.0,0.0,0.02
15459,Stormrise,0.0,0.02,0.0,0.0,0.02
15473,Painkiller,0.0,0.02,0.0,0.0,0.02
15474,Ruff Trigger: The Vanocore Conspiracy,0.01,0.01,0.0,0.0,0.02
15485,RollerCoaster Tycoon World,0.0,0.02,0.0,0.0,0.02
15487,XGRA: Extreme G Racing Association,0.02,0.0,0.0,0.0,0.02
15489,Darksiders: Warmastered Edition,0.02,0.0,0.0,0.0,0.02
15498,Lara Croft and the Temple of Osiris,0.0,0.02,0.0,0.0,0.02
15501,Motocross Mania 3,0.01,0.0,0.0,0.0,0.02
15507,Fist of the North Star: Ken's Rage 2,0.0,0.0,0.02,0.0,0.02
15508,Blazing Angels: Squadrons of WWII,0.02,0.0,0.0,0.0,0.02
15509,Hellgate: London,0.0,0.02,0.0,0.0,0.02
15514,Dynasty Warriors 8: Empires,0.0,0.0,0.02,0.0,0.02
15522,Pump It Up: Exceed,0.01,0.0,0.0,0.0,0.02
15523,Tenkai Knights: Brave Battle,0.01,0.01,0.0,0.0,0.02
15524,TOCA Race Driver 3,0.0,0.02,0.0,0.0,0.02
15535,Battle Princess of Arcadias,0.0,0.0,0.02,0.0,0.02
15544,Digimon Rumble Arena 2,0.01,0.0,0.0,0.0,0.02
15552,Ridge Racer Unbounded,0.0,0.02,0.0,0.0,0.02
15561,Mini Ninjas,0.0,0.02,0.0,0.0,0.02
15569,Tom Clancy's Splinter Cell Classic Trilogy HD,0.02,0.0,0.0,0.0,0.02
15582,Mighty No. 9,0.02,0.0,0.0,0.0,0.02
15584,Crysis: Warhead,0.0,0.02,0.0,0.0,0.02
15590,Hogs of War,0.01,0.01,0.0,0.0,0.02
15591,Elven Legacy,0.02,0.0,0.0,0.0,0.02
15596,Point Blank 3,0.01,0.01,0.0,0.0,0.02
15604,Vietcong,0.0,0.02,0.0,0.0,0.02
15605,Nervous Brickdown,0.0,0.01,0.0,0.0,0.02
15611,Charlie's Angels,0.01,0.0,0.0,0.0,0.02
15614,uDraw Studio: Instant Artist,0.01,0.01,0.0,0.0,0.02
15615,The Testament of Sherlock Holmes,0.0,0.02,0.0,0.0,0.02
15618,Guitar Hero III: Legends of Rock,0.02,0.0,0.0,0.0,0.02
15620,The Crew: Wild Run,0.0,0.02,0.0,0.0,0.02
15627,Marvel Avengers: Battle for Earth,0.02,0.0,0.0,0.0,0.02
15632,Urban Chaos: Riot Response,0.01,0.0,0.0,0.0,0.02
15633,Starship Troopers,0.0,0.02,0.0,0.0,0.02
15643,Heroes of the Pacific,0.0,0.02,0.0,0.0,0.02
15649,Broken Sword: The Sleeping Dragon,0.01,0.0,0.0,0.0,0.02
15651,Darksiders,0.01,0.0,0.0,0.0,0.02
15652,Tycoon City: New York,0.0,0.02,0.0,0.0,0.02
15655,NHL 09,0.0,0.02,0.0,0.0,0.02
15662,The Crew: Wild Run,0.0,0.02,0.0,0.0,0.02
15672,WorldShift,0.02,0.0,0.0,0.0,0.02
15676,Pillars of Eternity,0.0,0.02,0.0,0.0,0.02
15684,Legendary,0.0,0.01,0.0,0.0,0.02
15697,Red Ninja: End of Honor,0.01,0.0,0.0,0.0,0.02
15702,Commandos 3: Destination Berlin,0.0,0.02,0.0,0.0,0.02
15704,James Bond 007: Blood Stone,0.02,0.0,0.0,0.0,0.02
15705,Chili Con Carnage,0.0,0.01,0.0,0.0,0.02
15709,Puzzle Quest: Challenge of the Warlords,0.01,0.0,0.0,0.0,0.02
15723,Emergency Mayhem,0.02,0.0,0.0,0.0,0.02
15727,Uru: Ages Beyond Myst,0.0,0.02,0.0,0.0,0.02
15732,TMNT: Mutant Melee,0.01,0.0,0.0,0.0,0.02
15736,Prototype: Biohazard Bundle,0.01,0.0,0.0,0.0,0.02
15737,RoboCop,0.01,0.0,0.0,0.0,0.02
15743,Blood Bowl: Legendary Edition,0.0,0.01,0.0,0.0,0.02
15744,Invizimals: The Lost Kingdom,0.0,0.02,0.0,0.0,0.02
15745,Worms,0.0,0.02,0.0,0.0,0.02
15747,NHL 2K3,0.01,0.0,0.0,0.0,0.02
15753,Space Channel 5: Ulala's Cosmic Attack,0.01,0.0,0.0,0.0,0.02
15755,Still Life 2,0.0,0.01,0.0,0.0,0.02
15762,Castle Shikigami 2,0.01,0.01,0.0,0.0,0.02
15769,Peggle Nights,0.0,0.01,0.0,0.0,0.02
15770,Pulse Racer,0.01,0.0,0.0,0.0,0.02
15776,NBA 07,0.01,0.01,0.0,0.0,0.02
15778,Rogue Trooper,0.01,0.0,0.0,0.0,0.02
15779,Combat Flight Simulator 3: Battle for Europe,0.01,0.01,0.0,0.0,0.02
15781,Tomb Raider: Legend,0.0,0.01,0.0,0.0,0.02
15799,Raven Squad: Operation Hidden Dagger,0.02,0.0,0.0,0.0,0.02
15807,Pirates: Legend of the Black Buccaneer,0.01,0.01,0.0,0.0,0.02
15810,East India Company,0.01,0.0,0.0,0.0,0.02
15815,Aedis Eclipse: Generation of Chaos,0.02,0.0,0.0,0.0,0.02
15822,Digimon Rumble Arena,0.01,0.01,0.0,0.0,0.02
15829,Goblin Commander: Unleash the Horde,0.01,0.0,0.0,0.0,0.02
15830,Final Fight: Streetwise,0.01,0.0,0.0,0.0,0.02
15834,Top Gear RPM Tuning,0.01,0.0,0.0,0.0,0.02
15841,Mark McMorris Infinite Air,0.01,0.0,0.0,0.0,0.02
15847,Dungeons - The Dark Lord,0.0,0.01,0.0,0.0,0.02
15853,Divinity: Original Sin,0.0,0.02,0.0,0.0,0.02
15862,Broken Sword 5: The Serpent's Curse,0.0,0.02,0.0,0.0,0.02
15868,Unreal Tournament 2004,0.0,0.01,0.0,0.0,0.02
15871,Pirates of the Burning Sea,0.0,0.01,0.0,0.0,0.02
15872,Just Cause,0.0,0.01,0.0,0.0,0.02
15873,Army Men: Major Malfunction,0.01,0.0,0.0,0.0,0.02
15883,The Haunted: Hell's Reach,0.02,0.0,0.0,0.0,0.02
15884,Disciples III: Renaissance,0.0,0.01,0.0,0.0,0.02
15885,The Longest Journey,0.0,0.01,0.0,0.0,0.02
15891,Lost: Via Domus,0.0,0.01,0.0,0.0,0.02
15892,Judge Dredd: Dredd Vs Death,0.01,0.0,0.0,0.0,0.02
15905,Dark Void,0.0,0.01,0.0,0.0,0.02
15914,Stronghold Legends,0.0,0.01,0.0,0.0,0.02
15941,Worms World Party,0.0,0.01,0.0,0.0,0.02
15948,Gears of War,0.0,0.01,0.0,0.0,0.02
15949,Dragon Booster,0.02,0.0,0.0,0.0,0.02
15956,Post Mortem,0.0,0.01,0.0,0.0,0.02
15962,Wall-E,0.0,0.01,0.0,0.0,0.02
15963,Majesty 2: The Fantasy Kingdom Sim,0.01,0.0,0.0,0.0,0.02
15964,LEGO Star Wars II: The Original Trilogy,0.0,0.01,0.0,0.0,0.02
15973,Star Trek: Legacy,0.0,0.01,0.0,0.0,0.02
15976,Syberia II,0.0,0.01,0.0,0.0,0.02
15980,A Vampyre Story,0.0,0.01,0.0,0.0,0.02
15983,Sniper Elite,0.0,0.01,0.0,0.0,0.02
15991,Antz Extreme Racing,0.01,0.0,0.0,0.0,0.02
16008,Enemy Territory: Quake Wars,0.01,0.0,0.0,0.0,0.02
16013,Kao the Kangaroo Round 2,0.01,0.01,0.0,0.0,0.02
16023,Colin McRae Rally 2005,0.0,0.01,0.0,0.0,0.02
16027,Quantum Break,0.0,0.01,0.0,0.0,0.02
16028,Online Chess Kingdoms,0.01,0.0,0.0,0.0,0.02
16035,FIFA Soccer 08,0.0,0.01,0.0,0.0,0.02
16039,Hummer Badlands,0.01,0.0,0.0,0.0,0.02
16052,Just Cause,0.01,0.01,0.0,0.0,0.02
16058,Drone Tactics,0.01,0.0,0.0,0.0,0.02
