,name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,worldwide_sales
13743,Breeding Stud 2,PlayStation,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13744,Banushi Life Game: Winner's Circle,DS,2007,Sports,Genki,0.0,0.0,0.04,0.0,0.04
13745,Stellaris,PC,2016,Strategy,Paradox Interactive,0.0,0.04,0.0,0.0,0.04
13746,Gakuen Hetalia Portable,PlayStation Portable,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
13747,Catwoman,Game Boy Advance,2004,Action,Electronic Arts,0.03,0.01,0.0,0.0,0.04
13748,Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0.0,0.01,0.04
13749,Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13750,Capcom Fighting Evolution,Xbox,2005,Fighting,Capcom,0.03,0.01,0.0,0.0,0.04
13751,Gray Matter,Xbox 360,2011,Adventure,DTP Entertainment,0.0,0.04,0.0,0.0,0.04
13752,Call of Duty: Modern Warfare Trilogy,Xbox 360,2016,Shooter,Activision,0.02,0.02,0.0,0.0,0.04
13753,Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,DTP Entertainment,0.0,0.04,0.0,0.0,0.04
13754,World Poker Tour,PlayStation Portable,2006,Misc,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04
13755,Barnyard,Wii,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04
13756,Paws & Claws: Regal Resort,DS,2010,Simulation,THQ,0.04,0.0,0.0,0.0,0.04
13757,Mazes of Fate DS,DS,2008,Role-Playing,Graffiti,0.04,0.0,0.0,0.0,0.04
13758,Novastorm,PlayStation,1995,Shooter,Psygnosis,0.02,0.02,0.0,0.0,0.04
13759,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PlayStation Portable,2012,Role-Playing,Spike,0.0,0.0,0.04,0.0,0.04
13760,PopCap Arcade Vol 1,Xbox 360,2007,Puzzle,PopCap Games,0.04,0.0,0.0,0.0,0.04
13761,Test Drive: Ferrari Legends,PlayStation 3,2012,Racing,Unknown,0.04,0.0,0.0,0.01,0.05
13762,Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04
13763,Dead Ball Zone,PlayStation,1998,Sports,GT Interactive,0.02,0.02,0.0,0.0,0.04
13764,NBA in the Zone 2000,Nintendo 64,2000,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
13765,Winning Post World 2010,PlayStation 3,2010,Sports,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13766,NBA In The Zone '99,Nintendo 64,1998,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
13767,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13770,Metal Gear Solid: Digital Graphic Novel,PlayStation Portable,2006,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04
13771,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PlayStation Vita,2012,Action,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13772,Aeon Flux,PlayStation 2,2005,Action,THQ,0.02,0.02,0.0,0.01,0.05
13773,MLB 2K12 / NBA 2K12 Combo Pack,Xbox 360,2012,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04
13774,Age of Mythology: The Titans,PC,2003,Strategy,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04
13775,Chicken Blaster,DS,2009,Shooter,Zushi Games,0.04,0.0,0.0,0.0,0.04
13776,S.Y.K Renshouden Portable,PlayStation Portable,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
13777,Psycho-Pass: Mandatory Happiness,PlayStation 4,2016,Adventure,Nippon Ichi Software,0.03,0.0,0.0,0.01,0.04
13778,Arctic Tale,Wii,2007,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04
13779,Virtua Tennis 4,PC,2011,Sports,Sega,0.0,0.03,0.0,0.01,0.04
13781,Shattered Union,Xbox,2005,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04
13783,Monster High: New Ghoul in School,PlayStation 3,2015,Action,Little Orbit,0.0,0.03,0.0,0.01,0.04
13784,Hanaoni: Yume no Tsudzuki,PlayStation Portable,2012,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04
13785,Mat Hoffman's Pro BMX 2,GameCube,2002,Sports,Activision,0.03,0.01,0.0,0.0,0.04
13786,Deadliest Warrior: Ancient Combat,PlayStation 3,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04
13787,Unchained Blades ,3DS,2011,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04
13788,Terraria,Xbox One,2014,Action,505 Games,0.0,0.04,0.0,0.0,0.04
13789,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Adventure,Happinet,0.0,0.0,0.04,0.0,0.04
13790,Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0.0,0.01,0.05
13791,Gal*Gun,Xbox 360,2011,Shooter,Alchemist,0.0,0.0,0.04,0.0,0.04
13792,Black & White,PC,2001,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.04
13794,Ookami Kakushi,PlayStation Portable,2009,Action,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13795, Haikyu!! Cross Team Match!,3DS,2016,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13796,Gormiti: The Lords of Nature!,Wii,2010,Adventure,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03
13797,North American Hunting Extravaganza 2,Wii,2010,Sports,Unknown,0.03,0.0,0.0,0.0,0.03
13799,Monaco Grand Prix,Nintendo 64,1999,Racing,Ubisoft,0.03,0.01,0.0,0.0,0.04
13800,Worms Armageddon,Nintendo 64,1999,Strategy,Infogrames,0.03,0.01,0.0,0.0,0.04
13801,Rally Challenge 2000,Nintendo 64,1999,Racing,Imagineer,0.03,0.01,0.0,0.0,0.04
13802,Looney Tunes Duck Dodgers Starring: Daffy Duck,Nintendo 64,2000,Platform,Infogrames,0.03,0.01,0.0,0.0,0.04
13803,PD Ultraman Battle Collection 64,Nintendo 64,1999,Strategy,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13804,Deadly Arts,Nintendo 64,1998,Fighting,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04
13805,Superman: Countdown to Apokolips,Game Boy Advance,2003,Platform,Atari,0.03,0.01,0.0,0.0,0.04
13806,Sengoku Musou 3 Z Special,PlayStation Portable,2012,Action,Ackkstudios,0.0,0.0,0.04,0.0,0.04
13807,Kikou Heidan J-Phoenix 2,PlayStation 2,2003,Action,Takara,0.0,0.0,0.04,0.0,0.04
13808,Ben 10 Galactic Racing,PlayStation Vita,2012,Racing,D3Publisher,0.02,0.01,0.0,0.01,0.04
13809,Dragon's Lair 3D: Return to the Lair,GameCube,2002,Platform,THQ,0.03,0.01,0.0,0.0,0.04
13810,Harukanaru Toki no Naka de 5,PlayStation Portable,2011,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13811,Worms 4: Mayhem,Xbox,2005,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04
13812,Winning Post 7 2012,PlayStation Portable,2012,Sports,Ackkstudios,0.0,0.0,0.04,0.0,0.04
13813,Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04
13814,Who Wants to Be a Millionaire: 3rd Edition,DS,2010,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04
13815,Point Blank 2,PlayStation,1998,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04
13816,Saru! Get You! Pipo Saru Senki,PlayStation Portable,2009,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
13817,Men of War: Vietnam,PC,2011,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04
13818,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PlayStation Portable,2013,Sports,Sega,0.0,0.0,0.04,0.0,0.04
13819,Imperial Glory,PC,2005,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04
13820,Imabikisou,PlayStation 3,2007,Adventure,Sega,0.0,0.0,0.04,0.0,0.04
13821,Hakuouki: Reimeiroku Portable,PlayStation Portable,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
13822,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PlayStation 2,2008,Shooter,Sega,0.0,0.0,0.04,0.0,0.04
13823,Antz Extreme Racing,PlayStation 2,2002,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.05
13824,Motto TOEIC Test DS Training,DS,2008,Misc,IE Institute,0.0,0.0,0.04,0.0,0.04
13825,Super Robot Gakuen,DS,2009,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13826,Atelier Iris 3: Grand Phantasm (JP Sales),PlayStation 2,2006,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13827,Ape Escape,PlayStation 3,2010,Platform,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.04
13828,Jojo's Fashion Show: Design in a Dash!,DS,2009,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.04
13829,Mike Tyson Boxing,Game Boy Advance,2002,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04
13830,The Legend of Heroes: Trails in the Sky First Chapter,PlayStation 3,2012,Role-Playing,Falcom Corporation,0.0,0.0,0.04,0.0,0.04
13831,Go Diego Go!: Safari Rescue,PlayStation 2,2008,Action,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05
13832,System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008,Racing,System 3 Arcade Software,0.03,0.0,0.0,0.0,0.03
13833,Samurai Warriors 2: Empires,Xbox 360,2007,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04
13834,Metal Slug XX,PlayStation Portable,2009,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.03
13835,Clannad,PlayStation 2,2006,Adventure,Interchannel,0.0,0.0,0.04,0.0,0.04
13836,Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.03
13837,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PlayStation Portable,2009,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04
13838,Fisherman's Challenge,PlayStation 2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.05
13839,Mission: Impossible - Operation Surma,Game Boy Advance,2003,Platform,Atari,0.03,0.01,0.0,0.0,0.04
13840,Akko ni Omakase! Brain Shock,DS,2006,Misc,Taito,0.0,0.0,0.04,0.0,0.04
13841,Platinum Sudoku,DS,2007,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.04
13842,Resident Evil: Revelations,PC,2013,Action,Capcom,0.0,0.04,0.0,0.0,0.04
13843,King of Fighters: Maximum Impact Regulation A,PlayStation 2,2007,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04
13844,Date A Live: Rine Utopia,PlayStation 3,2013,Adventure,Compile Heart,0.0,0.0,0.04,0.0,0.04
13845,Durarara!! 3way Standoff: Alley,PlayStation Portable,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04
13846,Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,0.04,0.0,0.0,0.0,0.04
13847,The Da Vinci Code,Xbox,2006,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04
13848,Monster Band,DS,2008,Misc,Tivola,0.04,0.0,0.0,0.0,0.04
13849,Famicom Mini: Clu Clu Land,Game Boy Advance,2004,Puzzle,Nintendo,0.0,0.0,0.04,0.0,0.04
13850,Super Black Bass Fishing,DS,2005,Sports,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04
13851,Sacred Blaze,PlayStation 2,2009,Strategy,Flight-Plan,0.0,0.0,0.04,0.0,0.04
13852,Painkiller: Hell & Damnation,PlayStation 3,2013,Shooter,Nordic Games,0.02,0.01,0.0,0.01,0.04
13853,Rollin' Rascals,DS,2009,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.04
13854,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13855,Pure Pinball,Xbox,2004,Misc,XS Games,0.03,0.01,0.0,0.0,0.04
13856,Thoroughbred Breeder II Plus,PlayStation,1995,Simulation,Hect,0.0,0.0,0.04,0.0,0.04
13857,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PlayStation Portable,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
13858,Zac to Ombra: Maboroshi no Yuuenchi,DS,2010,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13859,Shadow of the Colossus,PlayStation 3,2011,Action,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
13860,Phantom Breaker,Xbox 360,2011,Fighting,5pb,0.02,0.0,0.02,0.0,0.04
13861,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13862,BlazBlue: Chrono Phantasma Extend,PlayStation 3,2015,Action,PQube,0.0,0.0,0.04,0.0,0.04
13863,Valhalla Knights 2: Battle Stance,PlayStation Portable,2009,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04
13864,Yuki Yuna is a Hero: Memory of the Forest,PlayStation Vita,2015,Action,FuRyu,0.0,0.0,0.04,0.0,0.04
13865,99 no Namida,DS,2008,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13866,Cyber Troopers Virtual-On Marz,PlayStation 2,2003,Fighting,Sega,0.02,0.01,0.0,0.0,0.03
13867,Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008,Adventure,ASCII Media Works,0.0,0.0,0.04,0.0,0.04
13868,Clannad,PlayStation Portable,2008,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04
13869,Headhunter: Redemption,PlayStation 2,2004,Action,Sega,0.02,0.01,0.0,0.0,0.03
13870,Stuntman,Game Boy Advance,2003,Racing,Atari,0.03,0.01,0.0,0.0,0.04
13871,The Chase: Felix Meets Felicity,DS,2009,Action,Atari,0.04,0.0,0.0,0.0,0.04
13872,Time Travelers,3DS,2012,Adventure,Unknown,0.0,0.0,0.04,0.0,0.04
13873,WSC Real 11: World Snooker Championship,Xbox 360,2011,Sports,Koch Media,0.0,0.03,0.0,0.0,0.03
13874,Dead Rising,PlayStation 4,2016,Action,Capcom,0.02,0.0,0.01,0.01,0.04
13876,Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04
13877,Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04
13878,Syndicate Wars,PlayStation,1997,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.03
13879,Sonic PC Collection,PC,2009,Misc,Sega,0.0,0.04,0.0,0.0,0.04
13880,Surf's Up,PlayStation 3,2007,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.03
13881,DuckTales: Remastered,Xbox 360,2013,Action,Capcom,0.03,0.0,0.0,0.0,0.03
13882,Draglade (JP sales),DS,2007,Fighting,505 Games,0.0,0.0,0.04,0.0,0.04
13883,Herc's Adventures,PlayStation,1997,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.03
13884,Tiger Woods PGA Tour Golf,Game Boy Advance,2002,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04
13885,SWAT: Target Liberty,PlayStation Portable,2007,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.03
13886,Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04
13887,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04
13888,Bomberman: Act Zero,Xbox 360,2006,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
13889,All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04
13890,Empire Earth III,PC,2007,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
13891,Astro Boy: The Video Game,PlayStation Portable,2009,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04
13892,The Sims 4: Spa Day,PC,2015,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.04
13893,Hannspree Ten Kate Honda: SBK Superbike World Championship,PlayStation Portable,2007,Racing,Black Bean Games,0.03,0.0,0.0,0.0,0.03
13894,Game of Thrones (Telltale),PlayStation 3,2015,Adventure,Telltale Games,0.02,0.02,0.0,0.01,0.05
13895,Resident Evil: Operation Raccoon City,PC,2012,Action,Capcom,0.0,0.03,0.0,0.01,0.04
13896,Hyperdimension Neptunia Victory II,PlayStation 4,2015,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04
13897,Free Running,Wii,2009,Sports,Reef Entertainment,0.02,0.02,0.0,0.0,0.04
13898,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PlayStation Vita,2015,Role-Playing,Experience Inc.,0.0,0.0,0.04,0.0,0.04
13899,Dreamfall: The Longest Journey,Xbox,2006,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04
13901,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PlayStation Portable,2010,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
13902,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13903,Zatch Bell! Mamodo Fury,GameCube,2005,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
13904,JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.03
13905,SpongeBob: HeroPants,3DS,2015,Platform,Activision,0.03,0.0,0.0,0.0,0.03
13906,Dora's Big Birthday Adventure,PlayStation 2,2010,Misc,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03
13907,PopStar Guitar,PlayStation 2,2008,Misc,XS Games,0.02,0.01,0.0,0.0,0.03
13908,NHL Blades of Steel 2000,PlayStation,1999,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
13909,Outlaw Volleyball Remixed,PlayStation 2,2004,Sports,Global Star,0.02,0.01,0.0,0.0,0.03
13910,Corpse Party: Blood Covered - Repeated Fear,3DS,2015,Adventure,5pb,0.0,0.0,0.04,0.0,0.04
13911,The Adventures of Darwin,PlayStation 2,2006,Strategy,Essential Games,0.01,0.0,0.03,0.0,0.04
13912,Berserk and the Band of the Hawk,PlayStation 4,2016,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13913,Just Sing! Vol. 2,DS,2011,Misc,PQube,0.0,0.03,0.0,0.0,0.03
13914,Klonoa Heroes: Densetsu no Star Medal,Game Boy Advance,2002,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13915,Pajama Sam: You are What You Eat From Your Head to Your Feet,PlayStation,2001,Adventure,Infogrames,0.02,0.01,0.0,0.0,0.03
13916,Metal Gear Solid V: The Definitive Experience,PlayStation 4,2016,Action,Konami Digital Entertainment,0.01,0.02,0.01,0.0,0.04
13917,Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011,Puzzle,Unknown,0.0,0.03,0.0,0.0,0.03
13918,Brothers In Arms DS,DS,2007,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.03
13919,Gal Gun: Double Peace,PlayStation Vita,2015,Action,PQube,0.0,0.02,0.01,0.01,0.04
13920,Warhammer: Dark Omen,PlayStation,1998,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.03
13921,Denki Blocks!,Game Boy Advance,2001,Puzzle,Rage Software,0.03,0.01,0.0,0.0,0.04
13922,Mobile Suit Gundam: Mokuba no Kiseki,PlayStation Portable,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13923,Off-Road Drive,PC,2011,Racing,1C Company,0.0,0.03,0.0,0.0,0.03
13924,A Ressha de Ikou DS,DS,2009,Simulation,ArtDink,0.0,0.0,0.04,0.0,0.04
13925,Harukanaru Toki no Naka de 4: Aizouban,PlayStation Portable,2010,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13926,Ballistic,PlayStation,1999,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03
13927,Colin McRae Rally 3,Xbox,2002,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04
13928,City Builder,Wii,2010,Misc,Virtual Play Games,0.04,0.0,0.0,0.0,0.04
13929,Don Bradman Cricket 14,Xbox One,2015,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04
13931,TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0.0,0.0,0.04
13932,Gundam Battle Online,Dreamcast,2001,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13933,Shonen Jump's One Piece: Grand Adventure,GameCube,2006,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
13934,NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,0.03,0.0,0.0,0.0,0.03
13935,Holly Hobbie & Friends,DS,2007,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04
13936,Stolen,PlayStation 2,2005,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.03
13937,Glacier2,Wii,2009,Racing,Zoo Games,0.04,0.0,0.0,0.0,0.04
13938,Gitaroo Man Lives!,PlayStation Portable,2006,Misc,Tecmo Koei,0.03,0.0,0.0,0.0,0.03
13939,Stoked: Big Air Edition,Xbox 360,2009,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04
13940,Heathcliff! Frantic Foto,DS,2010,Misc,Storm City Games,0.04,0.0,0.0,0.0,0.04
13941,Memories Off 6: T-Wave,PlayStation 2,2008,Adventure,5pb,0.0,0.0,0.04,0.0,0.04
13942,LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04
13943,Pro Race Driver,Xbox,2003,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04
13944,Famicom Remix Best Choice,3DS,2015,Action,Nintendo,0.0,0.0,0.04,0.0,0.04
13945,Ide Yosuke no Mahjong Kazoku,PlayStation,1995,Misc,Seta Corporation,0.0,0.0,0.04,0.0,0.04
13946,Jig-A-Pix: Pets,DS,2009,Puzzle,Zushi Games,0.03,0.0,0.0,0.0,0.03
13947,R-Type Command (correct US sales),PlayStation Portable,2007,Strategy,Rising Star Games,0.04,0.0,0.0,0.0,0.04
13948,Quiz Mobile Gundam: Toi Senshi DX,PlayStation Portable,2006,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13949,E.T. The Extra-Terrestrial: Interplanetary Mission,PlayStation,2001,Platform,Ubisoft,0.02,0.01,0.0,0.0,0.03
13950,Story Hour: Fairy Tales,Wii,2008,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04
13951,The Movies,PC,2005,Simulation,Activision,0.01,0.03,0.0,0.01,0.05
13952,Countdown Vampires,PlayStation,1999,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
13953,Dynasty Warriors Vol. 2 (JP sales),PlayStation Portable,2006,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13954,Crypt Killer,PlayStation,1997,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
13955,Tokumei Sentai Go-Busters,DS,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13956,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PlayStation 2,2002,Sports,Enix Corporation,0.0,0.0,0.04,0.0,0.04
13957,The Idolm@ster: Must Songs - Red Board / Blue Board,PlayStation Vita,2015,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13958,FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.03
13959,Train Simulator 2016,PC,2015,Simulation,Unknown,0.0,0.04,0.0,0.0,0.04
13960,PO'ed,PlayStation,1996,Shooter,Time Warner Interactive,0.02,0.01,0.0,0.0,0.03
13961,Battle Hunter,PlayStation,1999,Strategy,Midas Interactive Entertainment,0.02,0.01,0.0,0.0,0.03
13962,Wicked Monster Blast!,Wii,2011,Shooter,PQube,0.03,0.0,0.0,0.0,0.03
13963,Adidas Power Soccer,PlayStation,1996,Sports,Psygnosis,0.02,0.01,0.0,0.0,0.03
13964,Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0.0,0.0,0.03
13965,Darklight Conflict,PlayStation,1997,Simulation,Electronic Arts,0.02,0.01,0.0,0.0,0.03
13966,Shin Hayarigami,PlayStation 3,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
13967,Warriors Orochi 3,Xbox One,2014,Action,Tecmo Koei,0.01,0.03,0.0,0.0,0.04
13968,Dragon Ball: Advanced Adventure,Game Boy Advance,2004,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
13970,I'm A Celebrity: Get Me Out of Here!,DS,2009,Misc,Mindscape,0.0,0.04,0.0,0.0,0.04
13971,The Ripping Friends,Game Boy Advance,2002,Action,THQ,0.03,0.01,0.0,0.0,0.04
13972,Konami Arcade Classics,PlayStation,1999,Misc,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
13973,Hunter x Hunter: Wonder Adventure,PlayStation Portable,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13974,Lost Planet 3,PC,2013,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04
13975,Super Army War,Game Boy Advance,2005,Action,Flashpoint Games,0.03,0.01,0.0,0.0,0.04
13976,Ao no Exorcist: Genkoku no Labyrinth,PlayStation Portable,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13977,Echo Night Beyond,PlayStation 2,2004,Adventure,Indie Games,0.02,0.01,0.0,0.0,0.03
13978,Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.03
13979,Minna no Chizu,PlayStation Portable,2006,Misc,Zenrin,0.0,0.0,0.04,0.0,0.04
13980,Doom II: Hell on Earth,Game Boy Advance,2002,Shooter,Activision,0.03,0.01,0.0,0.0,0.04
13981,Taikou Risshiden V,PlayStation Portable,2009,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13982,Jikkyou Powerful Major League,GameCube,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13983,NASCAR Heat Evolution,Xbox One,2016,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,0.0,0.03
13984,Suzumiya Haruhi no Tsuisou,PlayStation Portable,2011,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13985,Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.03
13986,Ar Nosurge: Ode to an Unborn Star,PlayStation Vita,2014,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13987,Evolution Skateboarding,GameCube,2002,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04
